Date,Meal_Type,Day,Month,Year,Students_Registered,Students_Present,Faculty_Present,Staff_Present,Visitors,Hostel_Students,Total_Campus_Population,Scheduled_Classes,Exam_Period,Holiday,Semester_Week,Weather,Temperature_C,Rainfall_mm,Humidity,Campus_Event,Special_Menu,Menu_Category,Meal_Price,Previous_Day_Meals_Sold,Previous_Week_Average,Meals_Sold,Meals_Prepared,Food_Waste_kg
2023-06-24,Lunch,Saturday,June,2023,2251,1946,181,117,15,424,2259,6,No,Yes,2,Cloudy,21,0,49,No Event,No,Chinese,77,2280,1406,621,672,6.35
2023-06-25,Lunch,Sunday,June,2023,2047,1844,82,76,37,511,2039,7,No,No,14,Sunny,18,0,75,No Event,No,Indian,99,1374,2335,2117,2189,6.79
2023-06-26,Lunch,Monday,June,2023,2489,1955,87,119,25,492,2186,7,Yes,No,17,Sunny,28,0,73,No Event,No,South Indian,101,2461,1377,2638,2705,8.84
2023-06-27,Dinner,Tuesday,June,2023,2275,1989,91,147,30,887,2257,2,No,No,17,Cloudy,20,0,45,Convocation,No,Indian,53,1340,784,1708,1836,18.17
2023-06-28,Lunch,Wednesday,June,2023,1854,1372,114,131,7,526,1624,4,No,No,2,Sunny,26,0,68,No Event,No,South Indian,83,1298,1402,1785,1882,9.5
2023-06-29,Breakfast,Thursday,June,2023,1843,1315,145,109,34,639,1603,3,No,No,14,Sunny,28,0,86,No Event,No,Indian,73,1930,1936,1091,1112,2.81
2023-06-30,Breakfast,Friday,June,2023,2057,1452,132,93,33,439,1710,7,No,No,5,Rainy,20,27,66,No Event,No,South Indian,109,2072,1471,1228,1320,10.08
2023-07-01,Lunch,Saturday,July,2023,1710,1295,172,79,9,978,1555,7,No,No,6,Cloudy,33,0,78,No Event,No,Chinese,108,1827,2350,1556,1690,15.29
2023-07-02,Lunch,Sunday,July,2023,1406,929,166,146,39,712,1280,5,No,No,3,Cloudy,23,0,75,No Event,No,South Indian,62,650,1089,1410,1522,14.82
2023-07-03,Breakfast,Monday,July,2023,1773,1302,112,107,43,485,1564,3,No,No,8,Sunny,26,0,57,No Event,Yes,Continental,62,2197,1324,1107,1155,6.86
2023-07-04,Lunch,Tuesday,July,2023,2074,1753,193,133,11,622,2090,2,No,No,16,Sunny,35,0,45,No Event,No,South Indian,50,645,948,2302,2381,7.86
2023-07-05,Breakfast,Wednesday,July,2023,1710,1443,97,85,40,514,1665,5,No,No,2,Rainy,37,26,56,Placement Drive,Yes,Continental,46,1000,1424,1151,1245,10.3
2023-07-06,Lunch,Thursday,July,2023,1400,940,183,54,26,888,1203,6,No,No,9,Sunny,36,0,70,No Event,No,Chinese,118,1635,2488,1312,1343,3.25
2023-07-07,Lunch,Friday,July,2023,2022,1488,137,148,18,808,1791,6,No,No,14,Sunny,31,0,53,No Event,No,Fast Food,92,2492,1391,2079,2214,13.89
2023-07-08,Lunch,Saturday,July,2023,2270,1863,165,68,25,374,2121,5,No,Yes,12,Rainy,20,62,80,No Event,No,Fast Food,114,2321,2075,589,636,5.07
2023-07-09,Lunch,Sunday,July,2023,2219,1654,157,61,14,708,1886,6,No,No,7,Sunny,30,0,63,Placement Drive,No,Indian,65,1615,2116,2008,2119,13.54
2023-07-10,Breakfast,Monday,July,2023,1336,1035,172,139,30,927,1376,2,No,No,4,Sunny,24,0,57,No Event,No,South Indian,81,2190,970,953,1016,7.0
2023-07-11,Lunch,Tuesday,July,2023,1329,1148,124,109,45,639,1426,4,No,No,1,Sunny,29,0,59,No Event,No,South Indian,45,1647,1545,1616,1693,9.43
2023-07-12,Breakfast,Wednesday,July,2023,2418,1578,94,132,36,860,1840,4,No,No,1,Cloudy,18,0,50,No Event,No,Continental,47,1930,820,1088,1234,16.15
2023-07-13,Dinner,Thursday,July,2023,2217,1624,94,60,17,618,1795,2,No,Yes,11,Sunny,26,0,71,No Event,Yes,Continental,100,1045,962,185,311,13.6
2023-07-14,Breakfast,Friday,July,2023,1631,1129,124,102,28,538,1383,6,No,No,3,Cloudy,18,0,65,No Event,No,Indian,91,1896,2352,848,884,4.27
2023-07-15,Dinner,Saturday,July,2023,2292,1577,147,69,43,809,1836,4,No,Yes,14,Sunny,28,0,82,No Event,No,Chinese,111,926,644,287,431,19.15
2023-07-16,Lunch,Sunday,July,2023,1739,1630,179,122,26,753,1957,6,No,No,9,Cloudy,21,0,42,No Event,No,Fast Food,80,1812,2185,2162,2221,5.81
2023-07-17,Lunch,Monday,July,2023,1534,1170,148,133,37,786,1488,6,No,No,11,Sunny,36,0,69,No Event,No,Continental,54,1232,1349,1290,1391,9.13
2023-07-18,Lunch,Tuesday,July,2023,1725,1394,146,76,19,357,1635,3,Yes,Yes,15,Sunny,23,0,67,No Event,No,Chinese,68,964,2157,480,511,4.37
2023-07-19,Dinner,Wednesday,July,2023,1757,1528,155,107,20,933,1810,7,Yes,No,15,Sunny,19,0,46,No Event,No,Fast Food,80,915,1361,1231,1253,2.78
2023-07-20,Breakfast,Thursday,July,2023,2108,1400,141,54,28,933,1623,4,No,No,16,Sunny,20,0,79,No Event,No,Fast Food,82,1518,2175,1131,1154,2.37
2023-07-21,Breakfast,Friday,July,2023,2239,1617,163,123,42,564,1945,6,No,No,11,Sunny,24,0,53,No Event,No,South Indian,108,1147,1757,1404,1487,11.29
2023-07-22,Lunch,Saturday,July,2023,1709,1537,123,58,14,541,1732,3,No,No,14,Rainy,30,7,43,No Event,Yes,Fast Food,109,2379,2145,2280,2305,2.99
2023-07-23,Breakfast,Sunday,July,2023,1408,1279,99,138,21,375,1537,2,No,No,10,Sunny,25,0,70,Cultural Fest,No,Chinese,49,2278,1315,1305,1448,14.77
2023-07-24,Breakfast,Monday,July,2023,2381,1814,118,126,22,647,2080,7,No,No,2,Sunny,34,0,67,No Event,No,Fast Food,102,514,1772,1520,1564,5.68
2023-07-25,Dinner,Tuesday,July,2023,2464,1878,118,81,3,830,2080,4,No,No,12,Cloudy,26,0,76,Cultural Fest,No,Continental,61,2362,1933,1261,1290,3.15
2023-07-26,Dinner,Wednesday,July,2023,1257,1102,80,121,23,933,1326,2,No,No,12,Rainy,23,66,50,No Event,No,Chinese,86,1207,1952,781,844,6.63
2023-07-27,Lunch,Thursday,July,2023,2015,1488,187,103,13,441,1791,2,No,No,13,Sunny,19,0,57,Sports Day,Yes,Fast Food,52,771,1236,2755,2848,11.74
2023-07-28,Dinner,Friday,July,2023,2237,1532,146,94,36,807,1808,7,No,No,9,Rainy,26,54,46,No Event,No,Indian,44,1136,953,963,1077,11.82
2023-07-29,Lunch,Saturday,July,2023,1576,1146,126,76,20,971,1368,7,No,No,8,Cloudy,34,0,70,No Event,No,Indian,43,1364,1081,1357,1505,17.25
2023-07-30,Breakfast,Sunday,July,2023,1442,1104,152,135,42,412,1433,5,No,Yes,17,Cloudy,29,0,52,No Event,No,Chinese,41,1607,1213,252,388,15.47
2023-07-31,Lunch,Monday,July,2023,2192,1459,197,77,38,792,1771,4,No,No,13,Sunny,23,0,87,No Event,No,Continental,106,1041,1458,1598,1665,7.72
2023-08-01,Lunch,Tuesday,August,2023,2368,1879,133,67,12,649,2091,2,No,No,9,Sunny,28,0,80,No Event,Yes,Fast Food,45,1868,752,2758,2877,15.56
2023-08-02,Dinner,Wednesday,August,2023,2090,1822,99,136,18,318,2075,7,No,No,1,Sunny,18,0,82,No Event,No,Continental,54,538,785,1032,1128,11.91
2023-08-03,Breakfast,Thursday,August,2023,1614,1297,88,80,25,516,1490,2,No,No,1,Cloudy,20,0,46,No Event,Yes,South Indian,103,1351,1059,1212,1305,10.99
2023-08-04,Lunch,Friday,August,2023,1593,1069,174,90,35,799,1368,2,No,No,10,Sunny,27,0,85,No Event,No,Chinese,101,1858,1709,1510,1572,5.92
2023-08-05,Breakfast,Saturday,August,2023,1928,1507,189,83,43,941,1822,6,No,No,2,Rainy,37,40,76,Sports Day,No,South Indian,40,755,2296,1436,1476,4.59
2023-08-06,Breakfast,Sunday,August,2023,1557,1343,107,56,45,724,1551,4,No,Yes,4,Rainy,27,27,69,No Event,No,Chinese,113,1403,1673,214,287,7.76
2023-08-07,Breakfast,Monday,August,2023,2381,1589,143,54,32,992,1818,4,Yes,No,15,Rainy,36,39,82,No Event,No,Chinese,62,1897,1060,1398,1442,5.27
2023-08-08,Dinner,Tuesday,August,2023,1873,1251,114,70,39,710,1474,4,No,No,15,Sunny,28,0,73,No Event,No,Fast Food,63,554,617,948,1065,10.08
2023-08-09,Dinner,Wednesday,August,2023,1217,926,119,55,15,810,1115,4,No,No,7,Sunny,34,0,43,No Event,No,Continental,87,1961,1868,466,614,14.15
2023-08-10,Lunch,Thursday,August,2023,1927,1365,181,94,18,407,1658,4,No,No,4,Sunny,37,0,84,No Event,No,Continental,80,1630,1132,1444,1545,14.52
2023-08-11,Lunch,Friday,August,2023,1760,1637,187,84,36,404,1944,2,No,No,14,Rainy,25,11,74,No Event,No,Continental,98,1887,821,1741,1850,11.74
2023-08-12,Lunch,Saturday,August,2023,2281,1880,81,136,13,854,2110,3,No,No,6,Cloudy,32,0,59,No Event,No,South Indian,56,1173,2033,2338,2377,4.49
2023-08-13,Breakfast,Sunday,August,2023,1354,996,82,52,43,588,1173,5,No,No,8,Sunny,30,0,70,No Event,No,Indian,80,1015,2025,759,900,14.4
2023-08-14,Breakfast,Monday,August,2023,1686,1452,93,82,43,726,1670,4,No,No,14,Sunny,25,0,40,Cultural Fest,No,Continental,85,1168,1308,1269,1308,4.35
2023-08-15,Lunch,Tuesday,August,2023,1350,1029,160,87,29,930,1305,6,No,Yes,10,Rainy,36,36,64,No Event,No,Fast Food,87,2422,1473,316,379,7.24
2023-08-16,Lunch,Wednesday,August,2023,1567,1080,178,136,30,589,1424,3,No,No,10,Cloudy,18,0,85,No Event,No,Chinese,54,915,923,1480,1603,15.57
2023-08-17,Lunch,Thursday,August,2023,2270,1637,147,129,19,633,1932,6,No,No,2,Sunny,26,0,46,No Event,No,Indian,116,653,1970,1952,2068,16.14
2023-08-18,Breakfast,Friday,August,2023,1406,1185,126,138,43,319,1492,2,No,No,13,Sunny,24,0,54,Placement Drive,Yes,Continental,79,1048,1926,1101,1197,9.01
2023-08-19,Breakfast,Saturday,August,2023,1649,1097,173,65,42,617,1377,7,No,No,16,Sunny,18,0,85,No Event,No,Indian,71,639,1513,891,959,7.36
2023-08-20,Breakfast,Sunday,August,2023,2123,1553,133,138,46,762,1870,5,No,Yes,10,Rainy,35,79,48,Placement Drive,Yes,Indian,119,1640,2498,334,375,5.38
2023-08-21,Lunch,Monday,August,2023,1896,1350,137,120,6,301,1613,2,Yes,No,16,Sunny,34,0,60,No Event,No,Fast Food,55,2364,1212,2044,2097,5.94
2023-08-22,Dinner,Tuesday,August,2023,1769,1256,141,57,41,515,1495,2,No,Yes,4,Rainy,21,72,46,No Event,No,Chinese,57,2436,1209,250,319,7.61
2023-08-23,Lunch,Wednesday,August,2023,1342,1147,182,52,36,899,1417,7,No,No,17,Sunny,20,0,44,No Event,No,Indian,44,1561,1200,1450,1578,17.08
2023-08-24,Dinner,Thursday,August,2023,2320,2082,130,118,46,552,2376,4,No,No,5,Sunny,20,0,79,Sports Day,No,South Indian,91,2233,1251,1609,1687,9.37
2023-08-25,Lunch,Friday,August,2023,2270,1963,157,68,1,522,2189,7,No,No,3,Sunny,18,0,88,No Event,No,Continental,106,907,1992,1965,2051,10.3
2023-08-26,Lunch,Saturday,August,2023,1390,1172,127,56,21,507,1376,7,No,No,12,Sunny,24,0,66,No Event,Yes,Chinese,44,1627,1399,1700,1729,4.11
2023-08-27,Breakfast,Sunday,August,2023,1339,1238,106,135,12,929,1491,6,No,No,4,Sunny,20,0,41,No Event,No,Fast Food,106,1817,1764,1152,1296,17.57
2023-08-28,Dinner,Monday,August,2023,1814,1210,156,139,45,367,1550,4,No,No,10,Rainy,34,19,54,No Event,Yes,Indian,98,1232,896,1010,1099,7.94
2023-08-29,Lunch,Tuesday,August,2023,2454,1718,134,99,37,525,1988,2,No,No,17,Sunny,19,0,89,No Event,No,Chinese,86,1121,1144,2071,2144,9.25
2023-08-30,Breakfast,Wednesday,August,2023,2124,1644,163,138,30,890,1975,5,No,Yes,6,Cloudy,36,0,43,No Event,No,Indian,111,1092,1168,298,422,15.61
2023-08-31,Lunch,Thursday,August,2023,2272,1730,192,55,0,638,1977,3,No,No,3,Sunny,33,0,85,Placement Drive,Yes,Fast Food,77,2486,2426,2770,2840,6.54
2023-09-01,Lunch,Friday,September,2023,1823,1413,128,54,46,958,1641,2,No,No,5,Rainy,29,43,48,No Event,No,South Indian,103,2302,2306,1740,1889,18.07
2023-09-02,Lunch,Saturday,September,2023,1286,915,103,110,42,667,1170,2,No,No,4,Rainy,21,41,60,No Event,No,Fast Food,82,1515,2176,1381,1450,9.04
2023-09-03,Dinner,Sunday,September,2023,1481,1029,89,135,12,791,1265,2,No,No,6,Rainy,33,44,86,No Event,No,South Indian,101,1034,1549,759,807,6.15
2023-09-04,Lunch,Monday,September,2023,1963,1575,86,144,16,846,1821,6,Yes,No,17,Sunny,30,0,58,No Event,No,Chinese,67,1510,1524,2103,2249,18.12
2023-09-05,Lunch,Tuesday,September,2023,2297,2132,195,107,3,959,2437,3,Yes,Yes,2,Sunny,37,0,70,No Event,Yes,South Indian,59,829,2335,829,898,5.94
2023-09-06,Breakfast,Wednesday,September,2023,1652,1268,96,71,42,658,1477,5,No,No,10,Rainy,26,37,61,No Event,No,Indian,119,920,1925,979,1074,12.22
2023-09-07,Breakfast,Thursday,September,2023,1246,826,101,106,30,596,1063,2,No,No,15,Cloudy,18,0,51,No Event,No,Chinese,87,1080,835,778,834,6.37
2023-09-08,Breakfast,Friday,September,2023,2319,1998,138,124,32,933,2292,3,Yes,No,6,Sunny,18,0,86,No Event,No,South Indian,43,2212,1764,1788,1894,10.36
2023-09-09,Breakfast,Saturday,September,2023,2137,1575,123,81,13,712,1792,2,No,No,16,Sunny,18,0,74,Cultural Fest,Yes,Fast Food,73,2156,1904,1883,1905,2.07
2023-09-10,Lunch,Sunday,September,2023,1230,889,90,66,20,698,1065,7,No,No,17,Sunny,22,0,53,No Event,No,Fast Food,91,993,1524,1284,1335,4.96
2023-09-11,Lunch,Monday,September,2023,1733,1295,121,107,21,843,1544,3,No,No,4,Rainy,19,12,68,No Event,No,Indian,99,900,868,1575,1667,12.89
2023-09-12,Breakfast,Tuesday,September,2023,1216,1054,102,90,4,952,1250,3,No,No,2,Cloudy,34,0,55,Sports Day,No,Continental,84,767,2099,894,944,4.39
2023-09-13,Dinner,Wednesday,September,2023,2435,2180,197,71,36,690,2484,6,No,Yes,7,Rainy,35,78,83,No Event,No,Chinese,93,539,1346,327,372,4.68
2023-09-14,Breakfast,Thursday,September,2023,2458,2031,139,129,31,827,2330,6,No,No,9,Sunny,29,0,71,No Event,No,Fast Food,44,1219,2146,1693,1817,13.54
2023-09-15,Lunch,Friday,September,2023,1591,1188,165,91,2,565,1446,3,No,No,17,Sunny,32,0,47,No Event,No,Continental,117,2044,1024,1328,1370,4.77
2023-09-16,Breakfast,Saturday,September,2023,2206,1639,183,128,40,548,1990,4,No,No,15,Rainy,20,62,75,No Event,No,South Indian,63,1664,2342,1418,1493,10.62
2023-09-17,Lunch,Sunday,September,2023,1553,1067,141,57,12,483,1277,2,Yes,No,17,Rainy,31,23,75,No Event,Yes,Fast Food,45,1175,2251,1913,1939,3.66
2023-09-18,Breakfast,Monday,September,2023,1504,1398,190,95,10,493,1693,6,No,No,13,Sunny,19,0,48,Placement Drive,No,Indian,119,519,2184,1193,1283,10.22
2023-09-19,Lunch,Tuesday,September,2023,1708,1437,133,97,49,798,1716,7,No,No,5,Sunny,19,0,88,No Event,No,Indian,80,1671,2052,1696,1749,6.8
2023-09-20,Lunch,Wednesday,September,2023,1911,1257,161,52,41,977,1511,3,No,No,9,Sunny,27,0,81,Placement Drive,No,Chinese,113,780,1883,1663,1705,4.51
2023-09-21,Dinner,Thursday,September,2023,1884,1598,198,126,37,352,1959,7,No,No,14,Rainy,33,33,48,Cultural Fest,No,Fast Food,119,1363,629,1522,1578,8.11
2023-09-22,Breakfast,Friday,September,2023,1985,1556,188,79,23,381,1846,4,No,No,9,Rainy,28,59,66,No Event,No,Chinese,101,2446,1167,1253,1301,4.26
2023-09-23,Breakfast,Saturday,September,2023,2056,1936,169,77,8,845,2190,3,No,No,11,Cloudy,36,0,60,No Event,No,Continental,58,1742,1796,1230,1369,13.43
2023-09-24,Breakfast,Sunday,September,2023,1376,1232,191,122,12,384,1557,5,No,No,4,Rainy,18,41,70,No Event,No,Chinese,103,596,690,1081,1146,7.26
2023-09-25,Lunch,Monday,September,2023,1500,1052,173,125,21,684,1371,3,No,No,12,Sunny,29,0,88,No Event,No,South Indian,102,574,848,1435,1484,6.31
2023-09-26,Breakfast,Tuesday,September,2023,1644,1423,92,74,17,870,1606,5,No,No,3,Cloudy,18,0,53,No Event,No,Indian,51,901,605,1079,1159,7.06
2023-09-27,Dinner,Wednesday,September,2023,2350,1869,147,86,9,324,2111,6,No,No,7,Sunny,24,0,64,No Event,Yes,Fast Food,82,1528,2348,1620,1682,5.65
2023-09-28,Lunch,Thursday,September,2023,1220,861,186,134,46,842,1227,6,No,No,6,Sunny,34,0,46,No Event,No,Continental,119,919,1868,1133,1247,13.35
2023-09-29,Lunch,Friday,September,2023,2215,1904,106,100,11,885,2121,3,No,Yes,15,Rainy,36,39,52,No Event,No,South Indian,42,1037,2474,675,735,4.82
2023-09-30,Lunch,Saturday,September,2023,1910,1555,194,88,29,302,1866,6,No,No,1,Sunny,31,0,41,No Event,No,Indian,65,2295,1644,1965,2019,7.92
2023-10-01,Breakfast,Sunday,October,2023,1900,1252,119,132,46,913,1549,3,No,Yes,4,Rainy,31,7,74,No Event,No,Continental,46,957,1839,147,211,6.16
2023-10-02,Breakfast,Monday,October,2023,1351,1140,153,121,45,493,1459,7,No,No,2,Cloudy,36,0,48,No Event,No,Fast Food,69,1277,930,1055,1124,9.95
2023-10-03,Lunch,Tuesday,October,2023,2383,2002,187,116,18,932,2323,3,No,No,6,Cloudy,33,0,51,No Event,No,Indian,62,1723,1730,2256,2386,17.95
2023-10-04,Lunch,Wednesday,October,2023,2058,1426,171,135,18,992,1750,5,No,No,2,Cloudy,24,0,50,Sports Day,No,Fast Food,108,2265,1950,2325,2356,3.63
2023-10-05,Breakfast,Thursday,October,2023,1295,977,164,50,9,676,1200,2,No,No,15,Sunny,28,0,55,No Event,No,Continental,103,932,2268,758,780,2.54
2023-10-06,Breakfast,Friday,October,2023,2298,1897,195,87,0,844,2179,3,Yes,No,5,Rainy,18,25,41,No Event,No,South Indian,67,1874,873,1710,1855,21.4
2023-10-07,Dinner,Saturday,October,2023,2077,1436,154,101,6,390,1697,2,No,No,14,Rainy,28,65,76,Placement Drive,No,Continental,67,1118,1872,907,966,5.35
2023-10-08,Breakfast,Sunday,October,2023,1839,1665,163,112,10,952,1950,4,No,No,13,Sunny,20,0,45,No Event,No,Continental,107,2194,2224,1147,1284,11.01
2023-10-09,Dinner,Monday,October,2023,2356,1550,196,101,3,784,1850,6,Yes,No,13,Sunny,37,0,82,No Event,No,Indian,61,503,2387,1103,1185,11.62
2023-10-10,Lunch,Tuesday,October,2023,1599,1088,179,132,35,850,1434,4,No,No,8,Sunny,23,0,88,No Event,No,Fast Food,113,796,732,1663,1763,14.76
2023-10-11,Breakfast,Wednesday,October,2023,2362,1617,162,134,20,328,1933,4,No,No,15,Rainy,24,21,50,No Event,No,South Indian,92,1444,1241,1267,1409,11.84
2023-10-12,Breakfast,Thursday,October,2023,1445,1168,195,109,21,404,1493,3,No,No,13,Rainy,21,32,55,No Event,No,Fast Food,65,1427,710,1087,1233,11.72
2023-10-13,Breakfast,Friday,October,2023,1311,1096,89,62,9,324,1256,4,No,No,6,Cloudy,28,0,46,No Event,No,Continental,65,2348,1235,715,847,12.33
2023-10-14,Lunch,Saturday,October,2023,2393,1845,94,140,22,793,2101,3,No,No,4,Sunny,35,0,74,No Event,Yes,South Indian,83,949,1586,2661,2767,10.21
2023-10-15,Lunch,Sunday,October,2023,2463,1814,188,66,4,574,2072,6,No,No,7,Rainy,31,48,61,No Event,No,Continental,95,1245,1314,1823,1865,3.45
2023-10-16,Lunch,Monday,October,2023,2361,2107,124,133,47,748,2411,6,No,No,11,Rainy,29,12,47,Sports Day,No,South Indian,47,1350,2386,3108,3223,10.87
2023-10-17,Dinner,Tuesday,October,2023,2459,1648,132,79,11,398,1870,4,No,No,4,Sunny,32,0,45,No Event,No,South Indian,52,992,900,1126,1188,7.93
2023-10-18,Lunch,Wednesday,October,2023,1993,1463,161,87,29,827,1740,3,No,Yes,14,Rainy,23,19,74,Cultural Fest,No,Chinese,79,1585,1501,572,634,5.99
2023-10-19,Breakfast,Thursday,October,2023,2226,1473,86,60,32,883,1651,5,Yes,No,10,Rainy,30,32,59,Sports Day,Yes,Indian,47,725,1679,1531,1627,9.77
2023-10-20,Breakfast,Friday,October,2023,1315,860,109,76,36,498,1081,5,No,No,8,Sunny,20,0,75,No Event,No,Fast Food,88,974,1264,815,880,9.67
2023-10-21,Dinner,Saturday,October,2023,2354,1779,157,87,17,896,2040,2,No,No,12,Cloudy,20,0,85,Convocation,Yes,Indian,59,731,949,1651,1703,7.27
2023-10-22,Breakfast,Sunday,October,2023,2133,1511,180,77,3,762,1771,2,No,No,9,Sunny,31,0,50,No Event,No,Continental,104,715,2106,979,1016,3.21
2023-10-23,Breakfast,Monday,October,2023,2424,1770,184,75,26,996,2055,7,No,No,6,Sunny,35,0,54,Cultural Fest,No,South Indian,66,585,892,1797,1840,5.63
2023-10-24,Lunch,Tuesday,October,2023,1491,1336,109,82,46,472,1573,2,Yes,No,6,Rainy,27,63,58,Placement Drive,No,South Indian,82,688,2316,1968,2070,12.52
2023-10-25,Lunch,Wednesday,October,2023,1541,1076,197,81,22,735,1376,4,No,No,13,Sunny,18,0,75,No Event,No,South Indian,110,1099,2290,1533,1646,13.1
2023-10-26,Dinner,Thursday,October,2023,2214,1957,106,103,5,561,2171,3,Yes,No,12,Sunny,18,0,54,No Event,No,Fast Food,94,624,2370,1529,1579,6.62
2023-10-27,Lunch,Friday,October,2023,2439,2079,128,74,6,743,2287,2,No,Yes,8,Sunny,37,0,41,Cultural Fest,No,Continental,86,971,1741,587,628,3.32
2023-10-28,Breakfast,Saturday,October,2023,1784,1334,136,73,18,592,1561,3,Yes,Yes,8,Rainy,25,77,45,Cultural Fest,Yes,Chinese,96,2055,1215,424,505,11.44
2023-10-29,Dinner,Sunday,October,2023,1226,997,143,89,45,810,1274,4,Yes,No,3,Sunny,25,0,85,Sports Day,No,Fast Food,110,2380,2114,1028,1088,6.13
2023-10-30,Breakfast,Monday,October,2023,1654,1295,180,76,14,303,1565,3,Yes,Yes,10,Rainy,32,56,51,Cultural Fest,No,South Indian,78,1028,1597,391,525,15.11
2023-10-31,Lunch,Tuesday,October,2023,2117,1457,142,95,47,766,1741,7,Yes,No,4,Sunny,29,0,81,No Event,No,Chinese,48,2463,1408,2046,2168,14.29
2023-11-01,Lunch,Wednesday,November,2023,1779,1640,127,135,21,474,1923,3,No,No,2,Sunny,20,0,52,Cultural Fest,No,Indian,108,1860,730,2389,2522,17.6
2023-11-02,Breakfast,Thursday,November,2023,1213,995,120,133,31,640,1279,4,No,No,9,Rainy,37,58,82,No Event,No,Continental,101,2335,1130,759,879,15.19
2023-11-03,Lunch,Friday,November,2023,1297,1185,160,146,14,976,1505,7,No,No,11,Sunny,22,0,61,No Event,No,South Indian,74,1685,1837,1659,1721,8.81
2023-11-04,Breakfast,Saturday,November,2023,1478,1325,109,118,5,765,1557,5,No,No,16,Rainy,18,32,51,No Event,No,Indian,108,1722,1152,973,993,2.15
2023-11-05,Lunch,Sunday,November,2023,1689,1138,161,142,5,469,1446,3,No,No,14,Sunny,20,0,75,No Event,No,South Indian,51,979,1483,1622,1740,16.24
2023-11-06,Lunch,Monday,November,2023,2184,1555,82,118,5,987,1760,3,No,No,13,Sunny,30,0,70,No Event,No,Fast Food,96,914,1351,2024,2126,12.97
2023-11-07,Lunch,Tuesday,November,2023,2160,1498,171,88,11,745,1768,6,No,No,12,Rainy,20,26,45,No Event,No,Fast Food,89,1247,1474,2031,2155,12.6
2023-11-08,Dinner,Wednesday,November,2023,1823,1639,116,130,1,826,1886,6,No,No,1,Sunny,36,0,49,No Event,No,Fast Food,85,830,1602,1231,1274,4.96
2023-11-09,Breakfast,Thursday,November,2023,1406,1277,109,78,24,870,1488,7,No,No,3,Sunny,22,0,45,Placement Drive,No,Continental,50,2012,1948,942,1055,16.33
2023-11-10,Lunch,Friday,November,2023,2456,1985,133,124,3,597,2245,2,No,No,17,Sunny,30,0,86,No Event,No,Continental,63,1832,1028,2034,2150,17.37
2023-11-11,Lunch,Saturday,November,2023,1796,1223,164,135,5,809,1527,2,No,No,4,Sunny,22,0,69,No Event,No,Chinese,75,2038,2476,1627,1720,9.11
2023-11-12,Breakfast,Sunday,November,2023,1894,1308,192,80,41,458,1621,4,Yes,Yes,9,Sunny,25,0,45,No Event,Yes,Fast Food,89,762,761,384,464,7.99
2023-11-13,Lunch,Monday,November,2023,2462,2201,163,114,36,977,2514,4,No,No,7,Cloudy,22,0,81,No Event,No,Chinese,49,1057,1753,2624,2688,6.06
2023-11-14,Lunch,Tuesday,November,2023,1449,1345,165,64,37,933,1611,6,No,Yes,8,Rainy,31,16,87,Cultural Fest,No,South Indian,51,1555,906,562,670,10.82
2023-11-15,Breakfast,Wednesday,November,2023,1939,1376,179,132,13,716,1700,6,No,No,12,Cloudy,23,0,68,No Event,No,Chinese,46,530,1096,1163,1256,9.16
2023-11-16,Lunch,Thursday,November,2023,1505,983,179,123,46,659,1331,2,No,No,17,Cloudy,35,0,54,No Event,No,Fast Food,84,1764,2096,1516,1597,7.14
2023-11-17,Breakfast,Friday,November,2023,2459,1842,164,58,18,645,2082,6,No,No,12,Rainy,21,20,45,No Event,No,Continental,67,1494,612,1235,1339,14.26
2023-11-18,Lunch,Saturday,November,2023,2262,1490,167,62,6,992,1725,3,No,Yes,9,Cloudy,32,0,41,No Event,No,South Indian,99,2025,1755,553,607,5.6
2023-11-19,Breakfast,Sunday,November,2023,2197,1973,164,94,17,713,2248,3,No,No,5,Sunny,31,0,74,No Event,No,Chinese,71,1091,1194,1540,1684,12.86
2023-11-20,Dinner,Monday,November,2023,1917,1528,86,139,43,425,1796,6,No,No,13,Sunny,33,0,52,No Event,No,Chinese,108,1776,1838,1030,1148,13.68
2023-11-21,Lunch,Tuesday,November,2023,1382,1164,87,55,7,409,1313,4,No,No,15,Sunny,18,0,73,No Event,No,Continental,86,773,972,1228,1272,4.07
2023-11-22,Lunch,Wednesday,November,2023,1844,1426,165,93,27,748,1711,2,No,No,5,Sunny,27,0,59,No Event,No,Continental,109,1668,2151,1551,1653,13.28
2023-11-23,Lunch,Thursday,November,2023,1229,926,165,51,20,441,1162,3,No,No,16,Cloudy,34,0,86,Cultural Fest,No,Continental,115,1000,2489,1315,1456,15.04
2023-11-24,Dinner,Friday,November,2023,1966,1408,142,78,34,933,1662,7,No,No,9,Sunny,24,0,41,No Event,No,Continental,109,836,2422,874,920,3.99
2023-11-25,Lunch,Saturday,November,2023,2366,2084,142,97,46,309,2369,4,No,Yes,1,Cloudy,35,0,81,No Event,No,Continental,66,1261,1221,568,700,13.77
2023-11-26,Breakfast,Sunday,November,2023,1814,1557,143,61,9,316,1770,7,Yes,No,7,Sunny,33,0,67,No Event,No,Indian,50,627,2279,1283,1386,14.58
2023-11-27,Lunch,Monday,November,2023,2204,1671,109,136,27,789,1943,6,No,Yes,10,Rainy,26,51,78,No Event,Yes,Indian,42,831,1963,576,607,3.04
